slice,psnr_fbp,ssim_fbp,psnr_pnp,ssim_pnp
1,28.5524238481473,0.6365887825101763,37.77600078963121,0.9464053037862777
2,28.964133541854473,0.6476518650173061,39.400334655216014,0.9579573982038498
3,28.67161941313473,0.6440545801798552,37.908830173757565,0.945316156747818
4,27.69201745612542,0.6031094934758544,36.56402211783559,0.9364039577922821
5,28.25560283380969,0.6274824700280689,37.620801337391484,0.9457370562705993
6,27.743632403526544,0.6030869885492027,36.71265240932945,0.9375319304857254
7,28.347322489195292,0.629384990760915,37.49934562768368,0.9450968832216263
8,27.807068170714466,0.607913842645526,36.81131242736273,0.9387832409982682
9,28.2802591424988,0.628679624640815,37.27357361319145,0.9432265094318389
10,28.413445508773968,0.6278813564671278,37.28811187739408,0.9427368934850693
11,28.18096079046613,0.6255602438262329,37.206283612367294,0.9421118361625671
12,27.724609014644518,0.6079760978935659,36.623807905865895,0.934605881485939
13,28.12380839250968,0.6245964351355657,37.146937499650775,0.9420562011294364
14,28.846480332205772,0.6412083793911598,38.86515966201574,0.9524870342769622
15,27.575139433509538,0.603795167433992,36.35121483752447,0.9317717639942169
16,28.182973325436485,0.6263963706796766,37.34653430869149,0.9432896705923081
17,27.623950573187408,0.6079513760758192,36.378507647325975,0.9319405685691834
18,28.298203850523148,0.6298641247456521,37.3155125358086,0.9433103764533997
19,27.90445330638392,0.618246099367693,36.8188948296001,0.9360871403713227
20,28.060043094897843,0.6215497656469942,37.176165072028,0.9412968318052292
21,28.064594567279716,0.6253791593271941,37.075306596392956,0.9374493841676712
22,28.11976586749664,0.6232964543082937,37.303996978492165,0.9426321330757141
23,27.980925421374828,0.6224067792404294,37.020150670141454,0.9362276765985489
24,28.230898858733298,0.6283225295932665,37.39948462236316,0.9439078896455765
25,28.828222361669834,0.6498100419035703,37.97571262997922,0.9454790081682205
26,28.508498267682157,0.636766792223245,37.613636517589455,0.9409533726673126
27,28.371817654033528,0.6303130160147399,37.55866719296989,0.9444578250608444
28,28.997535506937858,0.6550309275536537,38.00367843314546,0.946333356183052
29,28.911328656110808,0.6476302798507512,37.89967517751839,0.9422457330665588
30,28.907580317823157,0.6535607282364666,37.7686979855211,0.9457328501243591
31,28.78305865944801,0.6445258239810169,37.78091882391323,0.9403194705629349
32,28.96345832109194,0.6525506399387121,37.798422891324414,0.9472537052383423
33,28.74485164459982,0.6440162005186677,37.77116646368343,0.9409636212816238
34,29.035374256838907,0.6523780604667961,37.85813888983449,0.9474211001806259
35,28.49680634530496,0.6358101806203723,37.57923366560146,0.9401652365217209
36,28.913338773901827,0.638801152970653,39.009691044625065,0.9528316535720825
37,28.78021038714521,0.6448225585582852,37.63381921441551,0.9460337745542526
38,28.547232668773045,0.6360461754596531,37.67553351720521,0.9403190150842666
39,28.563559431946878,0.6397265346796811,37.320657037482746,0.9429659829025269
40,28.262242453297315,0.6276983499957323,37.347066083288844,0.9383365722856521
41,28.53842155435803,0.6377058204337358,37.25335402930082,0.9428622437086105
42,27.91610593063129,0.6170295966783762,36.87493858183785,0.9347553982868194
43,28.57647863787261,0.6349447464436739,37.47777723685314,0.9443229273996353
44,28.606730471358247,0.6374982146264314,37.480281918810455,0.9409553503341674
45,28.768541816686785,0.6398903579167128,37.66340657024575,0.9458676351318359
46,27.910633235628236,0.6170080254909396,36.6256086702155,0.9340847412471771
47,28.981847253593426,0.6550662684949636,37.96316808701309,0.9457495063600541
48,28.91676054102609,0.645525740211457,37.82668336221232,0.946924926156044
49,27.843660097241294,0.6147798508532941,36.69583078030301,0.9347845391597748
50,28.125539689870322,0.6225150040568114,37.06060294650023,0.9372269490575791
51,28.309720470792396,0.6305600977256894,37.15559543038661,0.9382956519727707
52,28.54342464500732,0.6409262863393426,37.44687899296981,0.9403661969366074
53,28.209158459150927,0.6292904632074833,37.232372700009705,0.9387890987863541
54,27.77281682029838,0.6143246832689494,36.63115246177449,0.9334704151811599
55,27.862749973378662,0.61572024719432,36.74689165686491,0.9359784389238358
56,27.858835732740186,0.6155012197018862,36.65760799247535,0.9364256658630371
