n_angles,fbp_ssim_mean,fbp_ssim_std,unet_ssim_mean,unet_ssim_std,ssim_improvement_%,ssim_pvalue,fbp_psnr_mean,fbp_psnr_std,unet_psnr_mean,unet_psnr_std,psnr_improvement_%,psnr_pvalue,fbp_mse_mean,fbp_mse_std,unet_mse_mean,unet_mse_std,mse_improvement_%,mse_pvalue,fbp_re_mean,fbp_re_std,unet_re_mean,unet_re_std,re_improvement_%,re_pvalue
45,0.647010013780098,0.03854642298176498,0.9561371664753019,0.005012141072964569,47.77780036033077,4.07748179682918e-309,29.179704234505284,1.4926164070502554,39.3470686466322,0.9379582406224999,34.84395979621998,0.0,0.0012727182528319712,0.00036837028003639975,0.00011875747220796047,2.2998176412239494e-05,90.6689896256529,6.461253910707148e-179,0.18255001356660044,0.026787960208057387,0.0565665451302805,0.008415901127616634,69.01312466370038,5.529066889292636e-265
60,0.7283630582535303,0.035688910722568246,0.9564388199319168,0.005818663638715,31.313471914029634,1.1608790435360184e-277,31.00853020554289,1.4739829702474536,39.509017022742405,0.9315738399744158,27.41338193346559,0.0,0.0008339635567313312,0.0002362435321190871,0.0001143653285790708,2.1829453356874333e-05,86.28653162887373,2.2621978467026967e-179,0.1473343973404041,0.02088583688287089,0.055285547885599445,0.007624832236413629,62.47614346440316,6.483885753868136e-263
90,0.8397675683374434,0.026757669267885493,0.9560076034761714,0.00550559288638187,13.841929543535239,7.209568527182598e-227,33.81918351876262,1.4750508484103075,39.587995791653974,0.9603761110134984,17.057810605305892,0.0,0.00043643332371840464,0.00012213110633311632,0.00011246640715172708,2.2315809567570403e-05,74.23056374487741,1.4814242549202248e-174,0.10630638015653011,0.014927468461867049,0.05467075807831334,0.007679269837091248,48.57245821199654,1.674834250513773e-250
180,0.9369303903083918,0.01238559736586189,0.980070951334927,0.0033675568604173574,4.604457435982574,1.0934335609968498e-223,36.58621856269487,1.6521047137208902,41.893046726145144,1.3610219652982094,14.504992240059986,0.0,0.00023329741460254624,6.997481095801093e-05,6.755944411733134e-05,1.8010391522279514e-05,71.04149472362221,6.319598487122644e-172,0.07734188739358464,0.011234974227787114,0.04193383658059871,0.005743341201613598,45.781208613125926,2.4191986811962174e-254
