slice,psnr_fbp,ssim_fbp,psnr_pnp,ssim_pnp
1,26.692627630718057,0.548441392156925,36.124755817822304,0.928846415005207
2,27.05190094402566,0.562203287957361,38.08790232951997,0.9479477231121063
3,26.908376421815525,0.5591787808868364,36.36523771277294,0.9294260207276345
4,25.835650649101083,0.5160604940476343,35.13076419963219,0.9185766197309494
5,26.429478586536646,0.5425040511110835,36.21624775633387,0.9299881144156456
6,25.88684273067503,0.5167102793288529,35.189796596483234,0.9199107836565972
7,26.48669723639164,0.5437992957426422,36.14545246970389,0.9302709864792824
8,25.973353165570103,0.5210342176619023,35.18161036712139,0.9196493251800537
9,26.388394472195586,0.5422811028363369,35.87477409894448,0.9282109206848145
10,26.599590498730464,0.5396584520236999,35.69642649991087,0.9245432649254799
11,26.28561343623406,0.5414649132641443,35.88016773521559,0.9289318603644371
12,25.913549214527542,0.52365834404625,34.944026852522654,0.9160894148979187
13,26.22111805154593,0.5389851371821723,35.84946216166988,0.928435493071556
14,26.93959552522525,0.5525138014709484,37.72998263903679,0.943292035036087
15,25.799325189231077,0.5197898596476689,34.753637408564714,0.9122123487439155
16,26.30602620433853,0.5388090184731055,35.878103844248564,0.9283447985153198
17,25.79001881931824,0.520960868733447,34.81373970935926,0.9133690138821602
18,26.407267394821595,0.5413317579465267,35.97211769351699,0.9287819999027253
19,26.097011437705312,0.5296965813804567,35.257082541176615,0.9176986438860893
20,26.218890901015822,0.5354621725244373,35.733154294436716,0.9259512763676644
21,26.227621633555547,0.5343537608281634,35.46298220250668,0.9188926672387123
22,26.29169887601687,0.5372302304481715,35.8084808265434,0.9275240495762825
23,26.136713869592864,0.5315320040363223,35.47536022511035,0.9181704068946839
24,26.39239395786869,0.5407734560845755,35.756008653329516,0.9273283376793862
25,27.004822582081623,0.5615077919241414,36.431421258502354,0.9289339564847946
26,26.66907740687098,0.5469856345405951,36.14215173969062,0.9250034418239593
27,26.51954264870117,0.5435087533478141,35.875981140309406,0.927933346748352
28,27.14914582046643,0.5677888541991115,36.36044967015306,0.929103697183609
29,27.103059266626353,0.5589604147990719,36.5386028790038,0.9267643784475327
30,27.0369735743882,0.5646686376346275,36.30850189373646,0.9307415155410766
31,26.934784407849598,0.5545921878936813,36.530442920388715,0.9259103166561127
32,27.15027117070572,0.5673462482736558,36.4121254885093,0.9323797443118096
33,26.91041179634256,0.554297419306703,36.362428661730654,0.9247553147153854
34,27.218737746047935,0.5664998330497295,36.49481491687576,0.9330449758758544
35,26.66544069170412,0.5471513989886045,36.11218443732283,0.9225745109577179
36,27.036458201036005,0.5568842174672279,37.7222711895982,0.9428524047393799
37,26.93700294023863,0.5569018509773388,36.315118258373275,0.9318514842100143
38,26.710563088631755,0.548409161425896,36.20278880024838,0.9246792850656509
39,26.737482276281792,0.5514532274820506,35.94985962580653,0.9283019380989075
40,26.44589306272178,0.5403492259715572,35.88105354889723,0.9220266402130127
41,26.72365406959193,0.5491891600439102,35.9386578564276,0.927716545030117
42,26.094947086728073,0.5303635765109211,35.36473020430318,0.9169119304523468
43,26.848430647737022,0.5545185629218826,36.00477494838927,0.9289236502513886
44,26.696468450941158,0.545672484580189,35.95780661539328,0.9241077592220306
45,27.0068571450653,0.5595748084288389,36.11316337511225,0.9311945788452626
