slice,psnr_fbp,ssim_fbp,psnr_pnp,ssim_pnp
1,35.06707928424801,0.9145814620881081,40.782962650717835,0.9654242835416794
2,36.05334894893408,0.9256916577506066,42.194949730702575,0.9700376124191284
3,35.22385145680079,0.9172430285930634,40.72757449958104,0.964186132598877
4,34.0657844859225,0.9084251626052856,39.73667822110678,0.9614783869943618
5,34.854768062522766,0.9121529675669671,40.2947469191373,0.9626456707363129
6,34.16852704754655,0.9099817761702538,39.909634496304136,0.9628225016527175
7,34.874906721653986,0.9128303591628074,40.388083510804975,0.9635019672441483
8,34.173986486321375,0.90971368385458,39.94871165946929,0.9626933123054504
9,34.784060253592884,0.9121816111536026,40.249882507925236,0.9631999293737411
10,34.76399618610162,0.916353453842163,40.502308883035894,0.9654468246936798
11,34.69069555495982,0.91196367628479,40.20643823154145,0.9630440059747696
12,34.08913361017212,0.9079897922019958,39.99330979758425,0.9622066287984848
13,34.612761540148206,0.9119309978189468,40.20349184599934,0.9632513739824295
14,35.78000045416814,0.9201805213871003,41.62138092403276,0.9670011151819229
15,33.96897962320671,0.9052545800447463,39.61826245950104,0.9597239408979416
16,34.67810159051825,0.9124297988491058,40.38431363582112,0.9637105129623413
17,33.974950088046725,0.9068289804677964,39.63302801877908,0.9597945474872589
18,34.745295831950884,0.9121821787366867,40.33364592191517,0.963214460021019
19,34.312847362425764,0.9123299335832595,40.03873337555221,0.9621241996736527
20,34.5529683806405,0.9099707753343582,40.146392704565,0.9624125088548661
21,34.4395202847963,0.9142214577403068,40.2008755351912,0.9625888118972779
22,34.593434097073896,0.9105620902328492,40.17324923108723,0.9626578852729797
23,34.341309243122645,0.9132420899643898,40.07537920981858,0.9618057226600647
24,34.64983161298687,0.9108693097014428,40.26932382443619,0.9631112948637008
25,35.31612265572047,0.9183332534427643,40.800702699161974,0.9647965874433517
26,34.87731690880296,0.9195720472798348,40.674232922355635,0.9643885969314575
27,34.80765552928456,0.9124529524579048,40.537257615258866,0.964171788983345
28,35.5357459926027,0.9218836392607689,41.040361947460994,0.9666747168245315
29,35.27143519999862,0.9225112718458176,41.0333167482889,0.9658735193109512
30,35.336584815116254,0.9202346053757667,40.827740746010534,0.9658651877164841
31,35.11344335611752,0.9207403528652192,40.82983374035681,0.9646421011209488
32,35.43868942974256,0.9230472116146088,40.933525559082696,0.9672343492088318
33,35.08205314074774,0.9206487760448456,40.8155211937969,0.9645315405340195
34,35.446569463365385,0.9227327174277306,40.94975135017606,0.9671807104434967
35,34.85814686454249,0.9180164837694168,40.61057112123278,0.9637675138111115
36,35.84092040696903,0.9204889915313721,41.69862485064387,0.967437806277275
37,35.191728001873216,0.920001825217247,40.76956407847754,0.9662478799476624
38,34.94102116360931,0.9193417262430191,40.68669897979484,0.9642129069442749
39,34.996305682763584,0.9182414714488983,40.576909113502495,0.9655165512838364
40,34.670118227149196,0.9152806368074418,40.354233578638244,0.9625376430454254
41,34.94761701482557,0.9177534378724098,40.50285921062879,0.9655268035345077
42,34.35637742176355,0.9110065822072029,39.98322968472117,0.9609894894800186
43,35.03076771014115,0.9188826380319596,40.686251317632276,0.9665118807868958
44,35.017381130778034,0.9198780514535904,40.60387011924248,0.9645398978843689
45,35.154372434081516,0.9212884110174179,40.83384346316771,0.967627962486267
46,34.26857841827909,0.911106000702858,39.825215108957444,0.9605949382362365
47,35.46143187175535,0.9202413556261063,40.97074625500265,0.9660986152706146
48,35.28708409776918,0.922168210989952,40.99707468397448,0.9681975958662034
49,34.25015347265503,0.9104037640767098,39.78414972984179,0.9602672723112107
50,34.50803476906021,0.9147169214286804,40.09460054315583,0.9623994764614106
51,34.704840255993034,0.9168763869142532,40.201440559996385,0.9631113797073364
52,34.968645365234835,0.9199549118442535,40.507675723508115,0.9644643026742935
53,34.69091062789091,0.9171499725708961,40.25143341699204,0.9633422425966263
54,34.21925168797031,0.9116352435703278,39.794238610278796,0.961201426448822
55,34.289745532798115,0.9125753439316749,39.879894779526396,0.9623004990415573
56,34.24191369141978,0.9114199265661239,39.87330722756962,0.9623058752250672
57,34.33583786226405,0.9120643053498269,39.914127962938956,0.9628905323772431
58,35.78934498539423,0.9191396043109894,41.693909120668486,0.967128152264595
59,34.51259130271964,0.9142373735146523,39.98332868541857,0.96330648903656
60,34.5071835735199,0.9135313835716248,39.98489690706032,0.9628943100852966
61,34.93194676509524,0.918862860742569,40.387225421856876,0.9649927159671784
62,34.17575877693732,0.9102503343663215,39.71735526048271,0.961117110042572
63,34.288043821709316,0.9118531206398011,39.823442965337385,0.9615232065000534
64,34.48546466782345,0.9141689765515327,40.11360745276845,0.9629075491695404
65,34.4804968641023,0.9139721723589898,40.173530407654155,0.9626612566785813
66,34.79431501779531,0.9180204412531853,40.38011592436844,0.9639364815645218
67,35.02689098632707,0.9215351065211296,40.715868939527134,0.965251490196228
68,34.74388902048613,0.9179092655124664,40.430192734977844,0.9638165138950348
69,35.19070181859475,0.9211428457989693,40.9383094461025,0.9679142464256286
70,34.88464761541457,0.9186550885009765,40.46311121459063,0.9640466943426133
71,34.68278179974494,0.91614729936409,40.38548524835959,0.9634729926538468
72,34.89888227264709,0.9187520078167916,40.74434300213473,0.965108639468193
73,34.800077035029716,0.9176704192805291,40.60056294481427,0.9645195854406357
74,34.86612379676676,0.9189640728468895,40.73538425291857,0.9653820884876251
75,34.98664836776594,0.9206972077317238,40.72912391246601,0.9652857732458114
